,Order ID,Amount,Profit,Quantity,Category,Sub-Category,Payment Mode,Order Date,Customer Name,State,year,Month,Quarter,Year
189,OD1189,2614.423512843565,504.0170016402123,5,Furniture,Bookcases,Credit Card,2025-12-30 04:36:42,Customer_22,Delhi,,12,4,2025
190,OD1190,2920.2091636416067,235.6815297500609,3,Electronics,Laptops,COD,2025-12-28 00:55:30,Customer_44,Maharashtra,,12,4,2025
191,OD1191,403.4357201270859,-24.89770375954043,1,Clothing,T-shirts,,2025-12-23 02:32:53,Customer_27,Karnataka,,12,4,2025
192,OD1192,919.2747734080016,,2,Clothing,Jeans,,2026-01-29 11:13:21,Customer_20,Delhi,,1,1,2026
193,OD1193,5230.888715611632,,5,Clothing,Jeans,Debit Card,2025-12-17 17:40:01,Customer_22,Maharashtra,,12,4,2025
194,OD1194,4984.759519867704,704.2855270652652,4,Clothing,Jeans,UPI,2026-01-19 06:03:10,Customer_48,Tamil Nadu,,1,1,2026
195,OD1195,934.0510194645394,56.48689009553157,1,Furniture,Chairs,Debit Card,2026-01-12 12:04:05,Customer_26,Maharashtra,,1,1,2026
196,OD1196,1264.608358551991,,1,Clothing,Shirts,Debit Card,2026-01-14 14:46:23,Customer_15,Tamil Nadu,,1,1,2026
197,OD1197,2538.422703515608,75.4761946182374,3,Furniture,Tables,UPI,2026-02-11 22:13:02,Customer_17,Delhi,,2,1,2026
198,OD1198,1493.67268698596,117.31445760375722,1,Clothing,T-shirts,Credit Card,2025-12-20 04:08:41,Customer_32,Gujarat,,12,4,2025
199,OD1199,4944.720319137232,998.5127304521812,5,Furniture,Chairs,Credit Card,2026-01-08 11:06:31,Customer_17,Uttar Pradesh,,1,1,2026
200,OD1200,2346.4005357383,389.4196370483641,4,Furniture,Chairs,Credit Card,2026-01-12 18:44:35,Customer_49,Tamil Nadu,,1,1,2026
201,OD1201,5660.261575050701,1174.1642191492756,5,Clothing,Jeans,COD,2025-12-27 10:08:31,Customer_35,Tamil Nadu,,12,4,2025
202,OD1202,2406.125567218342,591.604864987194,2,Furniture,Tables,UPI,2026-01-14 10:25:22,Customer_30,Delhi,,1,1,2026
203,OD1203,2097.51879329384,11.001544726548897,4,Electronics,Laptops,COD,2026-01-29 16:43:43,Customer_21,Delhi,,1,1,2026
204,OD1204,813.6139454523774,187.22432011332424,1,Clothing,Shirts,Debit Card,2026-01-14 00:50:45,Customer_4,Gujarat,,1,1,2026
205,OD1205,3602.359018379797,467.71211357787905,3,Furniture,Bookcases,COD,2026-01-04 11:52:02,Customer_6,Delhi,,1,1,2026
206,OD1206,1711.2513325278398,258.7070125744562,2,Clothing,Shirts,Credit Card,2025-12-28 07:40:01,Customer_5,Uttar Pradesh,,12,4,2025
207,OD1207,3618.1278324896575,79.13444601087792,3,Furniture,Tables,Debit Card,2026-02-02 00:58:47,Customer_13,Karnataka,,2,1,2026
208,OD1208,826.1204165896714,,2,Furniture,Bookcases,COD,2026-01-07 02:56:12,Customer_30,Maharashtra,,1,1,2026
209,OD1209,1391.860066718752,131.9828072575198,1,Electronics,Laptops,Credit Card,2026-01-08 16:44:33,Customer_18,Uttar Pradesh,,1,1,2026
210,OD1210,1974.384716643715,-81.83904244866287,3,Electronics,Accessories,UPI,2026-02-10 10:37:51,Customer_17,Tamil Nadu,,2,1,2026
211,OD1211,847.8062084120909,178.6238256125028,4,Furniture,Chairs,Credit Card,2026-01-23 18:22:23,Customer_41,Tamil Nadu,,1,1,2026
212,OD1212,2861.2654563442966,-165.19266122096778,4,Clothing,T-shirts,,2026-01-24 19:29:31,Customer_19,Karnataka,,1,1,2026
213,OD1213,2442.870027209365,133.34243950218345,4,Furniture,Tables,Debit Card,2026-02-05 18:39:38,Customer_28,Delhi,,2,1,2026
214,OD1214,3467.8648862442246,512.5473110610284,3,Electronics,Laptops,COD,2026-02-08 18:08:45,Customer_16,Karnataka,,2,1,2026
215,OD1215,1349.694575957002,28.76207108211704,5,Electronics,Accessories,Credit Card,2026-01-30 23:14:45,Customer_42,Gujarat,,1,1,2026
216,OD1216,425.7037539877534,-4.971772042729454,1,Electronics,Accessories,Credit Card,2026-02-11 17:10:04,Customer_2,Gujarat,,2,1,2026
217,OD1217,565.9890548725585,144.12440724473544,2,Furniture,Bookcases,Credit Card,2026-01-30 18:32:59,Customer_14,Karnataka,,1,1,2026
218,OD1218,3209.551322349416,916.4196912787396,5,Furniture,Tables,UPI,2026-01-21 13:42:22,Customer_40,Karnataka,,1,1,2026
219,OD1219,5822.028761854945,-262.9002160720144,5,Electronics,Laptops,COD,2025-12-19 06:18:13,Customer_6,Tamil Nadu,,12,4,2025
220,OD1220,1962.0366568300612,-40.138343108641486,2,Electronics,Laptops,Credit Card,2026-02-02 10:08:31,Customer_13,Maharashtra,,2,1,2026
221,OD1221,4018.104691390045,400.73978081994295,4,Clothing,Shirts,,2026-01-27 09:46:46,Customer_37,Uttar Pradesh,,1,1,2026
222,OD1222,1878.7307976122313,108.57281362957175,3,Furniture,Tables,UPI,2026-01-24 14:51:34,Customer_30,Delhi,,1,1,2026
223,OD1223,243.0093415205533,39.72640373379703,1,Electronics,Phones,COD,2026-01-27 11:23:18,Customer_27,Gujarat,,1,1,2026
224,OD1224,2804.8928775459062,3.4314305517493446,2,Electronics,Phones,COD,2025-12-26 05:26:32,Customer_9,Karnataka,,12,4,2025
225,OD1225,2190.5226161629907,-20.183743185158644,3,Clothing,T-shirts,Debit Card,2025-12-24 02:16:28,Customer_18,Gujarat,,12,4,2025
226,OD1226,834.8157427587382,-70.78507928490944,5,Electronics,Accessories,Debit Card,2026-01-31 02:37:24,Customer_22,Tamil Nadu,,1,1,2026
227,OD1227,1439.101957619272,280.6296937812867,1,Clothing,Jeans,Credit Card,2026-01-04 10:16:24,Customer_5,Gujarat,,1,1,2026
228,OD1228,1077.8213850433654,-32.71863252083152,3,Clothing,Jeans,COD,2026-01-12 19:04:57,Customer_4,Uttar Pradesh,,1,1,2026
229,OD1229,5433.844614434918,,4,Furniture,Tables,,2025-12-25 03:44:09,Customer_12,Delhi,,12,4,2025
230,OD1230,809.8229562695071,,3,Clothing,T-shirts,COD,2026-01-05 12:16:50,Customer_2,Maharashtra,,1,1,2026
231,OD1231,1102.2034096449593,-55.00719363126625,2,Furniture,Bookcases,UPI,2025-12-24 04:26:51,Customer_3,Tamil Nadu,,12,4,2025
232,OD1232,1277.1752470533263,-105.3743011900199,4,Electronics,Accessories,Credit Card,2026-01-04 05:28:07,Customer_35,Maharashtra,,1,1,2026
233,OD1233,2576.4556723271435,-88.95594373137595,4,Electronics,Accessories,Credit Card,2026-01-25 13:21:49,Customer_17,Gujarat,,1,1,2026
234,OD1234,1004.1351377172884,,1,Clothing,T-shirts,UPI,2026-01-09 03:26:51,Customer_12,Maharashtra,,1,1,2026
235,OD1235,1980.9981384435105,,2,Electronics,Accessories,Credit Card,2025-12-21 17:28:19,Customer_35,Uttar Pradesh,,12,4,2025
236,OD1236,701.6059591889463,19.661758398600615,4,Clothing,Jeans,Debit Card,2026-01-08 11:34:40,Customer_47,Uttar Pradesh,,1,1,2026
237,OD1237,502.2424010101002,87.45004830758782,2,Electronics,Phones,Debit Card,2026-01-06 08:52:28,Customer_2,Karnataka,,1,1,2026
238,OD1238,3484.377046521457,687.7098057652205,3,Clothing,Shirts,Debit Card,2026-01-15 11:49:44,Customer_8,Karnataka,,1,1,2026
239,OD1239,3963.231582283789,,4,Clothing,Shirts,,2025-12-25 01:35:27,Customer_37,Delhi,,12,4,2025
240,OD1240,4465.601795667326,-269.4042197237149,3,Electronics,Phones,Credit Card,2025-12-16 06:51:20,Customer_37,Delhi,,12,4,2025
241,OD1241,2278.574541603026,,2,Clothing,Shirts,COD,2026-01-27 07:29:24,Customer_42,Tamil Nadu,,1,1,2026
242,OD1242,2330.7741280786627,-200.1562957990215,2,Electronics,Laptops,UPI,2026-01-11 23:28:14,Customer_40,Maharashtra,,1,1,2026
243,OD1243,1049.7303519971986,212.5765510128543,1,Furniture,Chairs,Credit Card,2026-02-07 18:45:50,Customer_37,Tamil Nadu,,2,1,2026
244,OD1244,5003.556259382491,1061.554047966707,5,Furniture,Bookcases,UPI,2026-01-22 05:49:33,Customer_33,Uttar Pradesh,,1,1,2026
245,OD1245,703.4996624076762,-23.38851661206084,5,Electronics,Laptops,COD,2026-02-07 23:21:42,Customer_6,Gujarat,,2,1,2026
246,OD1246,3256.614389993421,616.6787087937737,4,Electronics,Accessories,,2025-12-26 08:06:23,Customer_44,Gujarat,,12,4,2025
247,OD1247,1886.007803346947,-171.30019593301068,2,Furniture,Tables,UPI,2026-02-03 01:17:56,Customer_37,Uttar Pradesh,,2,1,2026
248,OD1248,2181.506617274564,469.9968438383841,2,Electronics,Laptops,Debit Card,2026-01-24 16:03:53,Customer_37,Tamil Nadu,,1,1,2026
249,OD1249,707.6271126434253,-45.68428477108078,1,Furniture,Bookcases,COD,2026-02-08 19:32:31,Customer_26,Gujarat,,2,1,2026
250,OD1250,3381.186486177712,66.87109180174124,3,Clothing,Jeans,COD,2026-01-21 20:14:39,Customer_24,Gujarat,,1,1,2026
251,OD1251,2549.4645308250465,328.2407755799245,4,Clothing,Jeans,COD,2026-01-14 23:55:47,Customer_30,Tamil Nadu,,1,1,2026
252,OD1252,410.0261758346722,-37.034915009440134,3,Furniture,Tables,UPI,2026-01-12 12:03:35,Customer_26,Uttar Pradesh,,1,1,2026
253,OD1253,5978.0735789593655,-463.5730552326663,5,Electronics,Accessories,UPI,2025-12-29 22:47:31,Customer_1,Karnataka,,12,4,2025
254,OD1254,3866.342005271488,286.3883024775724,5,Electronics,Phones,,2026-01-19 11:49:34,Customer_30,Uttar Pradesh,,1,1,2026
255,OD1255,2746.29253762351,582.4480717794362,2,Furniture,Tables,UPI,2025-12-15 06:52:57,Customer_8,Uttar Pradesh,,12,4,2025
256,OD1256,4078.9488750959817,1152.8979655178975,4,Furniture,Chairs,Credit Card,2026-01-07 02:27:57,Customer_17,Uttar Pradesh,,1,1,2026
257,OD1257,1457.5718224515706,,3,Furniture,Bookcases,UPI,2026-01-04 18:11:42,Customer_16,Delhi,,1,1,2026
258,OD1258,1275.7381046593086,307.75376524026774,4,Electronics,Phones,Credit Card,2026-01-14 06:53:43,Customer_27,Delhi,,1,1,2026
259,OD1259,4226.94477592652,272.3768863351165,5,Clothing,Shirts,UPI,2026-01-25 17:38:04,Customer_44,Delhi,,1,1,2026
260,OD1260,865.8051550021663,58.45685031373377,5,Clothing,Jeans,COD,2026-01-10 20:39:59,Customer_32,Delhi,,1,1,2026
261,OD1261,5079.222210318521,-105.44946258193455,5,Electronics,Laptops,Debit Card,2026-01-16 08:46:46,Customer_32,Maharashtra,,1,1,2026
262,OD1262,1298.6704942155336,,5,Electronics,Phones,Debit Card,2026-02-08 19:36:06,Customer_5,Maharashtra,,2,1,2026
263,OD1263,832.7472759241131,-45.045341428421544,1,Clothing,T-shirts,Credit Card,2026-01-22 01:52:09,Customer_32,Karnataka,,1,1,2026
264,OD1264,860.9535042797045,-57.950661304306784,1,Electronics,Accessories,UPI,2026-02-02 18:36:40,Customer_6,Delhi,,2,1,2026
265,OD1265,2059.7261606151687,-27.93775226753076,2,Electronics,Phones,Credit Card,2025-12-14 17:31:05,Customer_35,Karnataka,,12,4,2025
266,OD1266,748.7293929385595,78.61737954342975,4,Electronics,Accessories,UPI,2026-01-15 20:33:28,Customer_9,Karnataka,,1,1,2026
267,OD1267,1652.9444740260712,53.03641928519387,5,Clothing,Shirts,,2025-12-31 15:38:02,Customer_25,Tamil Nadu,,12,4,2025
268,OD1268,5275.2391802576385,-23.641065874971435,4,Clothing,T-shirts,UPI,2026-01-22 05:41:28,Customer_9,Delhi,,1,1,2026
269,OD1269,382.57285552937776,32.73773508577018,2,Electronics,Accessories,COD,2026-02-11 04:24:55,Customer_9,Gujarat,,2,1,2026
270,OD1270,2929.5021876974233,172.70164234104917,4,Clothing,T-shirts,Debit Card,2026-02-03 01:24:37,Customer_44,Karnataka,,2,1,2026
271,OD1271,4839.9847465895,634.2187575794862,4,Clothing,T-shirts,Credit Card,2026-01-08 23:37:12,Customer_44,Maharashtra,,1,1,2026
272,OD1272,642.2735039389744,114.55567561183022,2,Clothing,Jeans,UPI,2026-01-04 22:36:46,Customer_1,Karnataka,,1,1,2026
273,OD1273,1462.9988469867974,,3,Electronics,Accessories,COD,2025-12-21 19:53:17,Customer_19,Tamil Nadu,,12,4,2025
274,OD1274,4872.122325343407,1398.797773192744,4,Clothing,Shirts,COD,2025-12-15 20:40:20,Customer_24,Karnataka,,12,4,2025
275,OD1275,684.8653709851395,201.10669439638008,1,Furniture,Bookcases,UPI,2026-01-29 16:27:12,Customer_30,Delhi,,1,1,2026
276,OD1276,981.3803042864132,,3,Furniture,Tables,Debit Card,2026-01-04 14:21:11,Customer_17,Gujarat,,1,1,2026
277,OD1277,422.33843700048266,81.34179006062665,2,Electronics,Laptops,Credit Card,2026-01-09 04:19:37,Customer_12,Maharashtra,,1,1,2026
278,OD1278,3490.2461224814538,1030.4121928587683,3,Furniture,Tables,Debit Card,2026-02-10 12:51:36,Customer_29,Gujarat,,2,1,2026
279,OD1279,2493.9142936400913,,2,Electronics,Phones,Credit Card,2025-12-18 12:36:48,Customer_20,Delhi,,12,4,2025
280,OD1280,3440.831094934075,901.9930535149527,5,Furniture,Chairs,Debit Card,2026-01-08 07:46:26,Customer_27,Delhi,,1,1,2026
281,OD1281,1278.026574318664,,1,Clothing,Shirts,Credit Card,2025-12-23 19:07:57,Customer_46,Delhi,,12,4,2025
282,OD1282,4217.349101449073,-139.79329478429486,4,Furniture,Bookcases,Credit Card,2025-12-25 07:45:19,Customer_39,Karnataka,,12,4,2025
283,OD1283,732.3254819369835,15.80252971495158,5,Furniture,Chairs,Credit Card,2026-02-07 09:33:43,Customer_39,Gujarat,,2,1,2026
284,OD1284,1203.826280554618,199.82789313512984,1,Electronics,Accessories,Debit Card,2025-12-29 00:16:05,Customer_44,Uttar Pradesh,,12,4,2025
285,OD1285,766.1557706966205,60.39009681402142,3,Clothing,Jeans,UPI,2026-01-07 22:10:46,Customer_24,Tamil Nadu,,1,1,2026
286,OD1286,4402.5613797447695,-245.2744547261314,3,Furniture,Bookcases,COD,2026-01-12 20:18:13,Customer_5,Uttar Pradesh,,1,1,2026
287,OD1287,509.1055226466569,134.5606953972166,1,Furniture,Tables,Debit Card,2026-02-09 22:32:44,Customer_32,Gujarat,,2,1,2026
288,OD1288,526.6515335405867,,1,Electronics,Accessories,Debit Card,2026-01-09 00:37:58,Customer_43,Gujarat,,1,1,2026
289,OD1289,4284.889336514372,-263.0331248728337,5,Furniture,Tables,COD,2026-01-11 22:57:23,Customer_21,Maharashtra,,1,1,2026
290,OD1290,611.8116665512231,-5.787372663352608,3,Electronics,Laptops,UPI,2026-01-22 07:50:40,Customer_21,Gujarat,,1,1,2026
291,OD1291,562.5712054260833,,1,Clothing,T-shirts,Debit Card,2025-12-28 21:53:34,Customer_32,Tamil Nadu,,12,4,2025
292,OD1292,3663.7182764675417,1092.4292208138686,4,Furniture,Chairs,COD,2026-01-08 18:50:48,Customer_32,Tamil Nadu,,1,1,2026
293,OD1293,2351.1734417283424,,3,Electronics,Phones,COD,2026-01-27 04:03:59,Customer_40,Gujarat,,1,1,2026
294,OD1294,2661.1409207903484,342.5126292858994,2,Clothing,Shirts,,2025-12-19 10:06:03,Customer_43,Gujarat,,12,4,2025
295,OD1295,577.1419797057853,-19.663302196981096,1,Furniture,Tables,Credit Card,2026-01-18 05:14:33,Customer_30,Karnataka,,1,1,2026
296,OD1296,4977.2389282437725,848.9703562640121,5,Furniture,Chairs,Credit Card,2026-01-23 09:40:13,Customer_39,Uttar Pradesh,,1,1,2026
297,OD1297,5722.9738944827395,802.7067599715082,4,Electronics,Accessories,COD,2026-01-05 00:20:28,Customer_34,Uttar Pradesh,,1,1,2026
298,OD1298,104.0894456699068,-8.753257666115031,1,Furniture,Tables,UPI,2025-12-28 03:09:03,Customer_32,Karnataka,,12,4,2025
299,OD1299,563.885809944271,52.33786399754293,1,Furniture,Chairs,UPI,2025-12-14 13:15:34,Customer_20,Tamil Nadu,,12,4,2025
300,OD1300,538.5405941229458,-52.20310233377799,5,Electronics,Phones,Credit Card,2026-02-04 21:54:08,Customer_39,Gujarat,,2,1,2026
301,OD1301,3569.7694197620485,-44.96505213834684,5,Electronics,Laptops,Debit Card,2025-12-24 14:33:41,Customer_18,Uttar Pradesh,,12,4,2025
302,OD1302,2491.9361123402828,,5,Electronics,Phones,Debit Card,2025-12-19 00:45:24,Customer_33,Maharashtra,,12,4,2025
303,OD1303,488.3849856989883,39.18742889893503,3,Clothing,Shirts,UPI,2026-02-01 23:43:22,Customer_4,Maharashtra,,2,1,2026
304,OD1304,2307.212779338184,391.8642657822568,5,Clothing,Shirts,UPI,2025-12-29 08:35:45,Customer_8,Gujarat,,12,4,2025
305,OD1305,990.96191825677,-78.82690555181469,1,Furniture,Chairs,Debit Card,2026-02-10 23:08:25,Customer_20,Gujarat,,2,1,2026
306,OD1306,2062.8178855385545,454.1127551371563,2,Furniture,Tables,UPI,2026-02-10 19:42:40,Customer_5,Karnataka,,2,1,2026
307,OD1307,665.9356215018928,18.934173826280443,1,Clothing,Shirts,,2026-01-10 04:23:07,Customer_33,Tamil Nadu,,1,1,2026
308,OD1308,2686.5093802083297,,2,Electronics,Laptops,,2025-12-22 13:55:28,Customer_8,Maharashtra,,12,4,2025
309,OD1309,1362.3514954317293,211.36997489360525,4,Electronics,Accessories,UPI,2026-01-26 11:04:39,Customer_29,Uttar Pradesh,,1,1,2026
310,OD1310,232.77851004653135,16.018351499787684,2,Clothing,T-shirts,Debit Card,2026-01-13 15:46:32,Customer_48,Tamil Nadu,,1,1,2026
311,OD1311,1361.0230658662194,,5,Clothing,T-shirts,,2026-01-15 11:14:24,Customer_48,Maharashtra,,1,1,2026
312,OD1312,2105.710525038622,356.2581074063972,3,Furniture,Chairs,COD,2026-01-09 09:03:25,Customer_5,Uttar Pradesh,,1,1,2026
313,OD1313,1667.163005999698,89.5197314529977,4,Furniture,Tables,Credit Card,2026-02-10 16:32:51,Customer_6,Maharashtra,,2,1,2026
314,OD1314,2745.2347356952782,133.05869833174074,3,Clothing,Jeans,Credit Card,2026-02-09 14:29:33,Customer_40,Maharashtra,,2,1,2026
315,OD1315,2810.964295388362,-120.76561044055256,4,Clothing,T-shirts,COD,2026-01-30 22:45:24,Customer_9,Gujarat,,1,1,2026
316,OD1316,2008.302681602156,310.8067846649798,2,Clothing,Shirts,Debit Card,2026-01-29 17:30:08,Customer_16,Karnataka,,1,1,2026
317,OD1317,241.7638804612225,57.746704082001465,1,Furniture,Bookcases,UPI,2026-01-04 19:55:31,Customer_44,Gujarat,,1,1,2026
318,OD1318,1337.2145055763165,386.20105855188086,4,Furniture,Chairs,Credit Card,2026-01-13 07:49:52,Customer_30,Karnataka,,1,1,2026
319,OD1319,956.0923354206805,-15.73189868345962,4,Clothing,Shirts,Credit Card,2026-02-03 13:36:55,Customer_29,Delhi,,2,1,2026
320,OD1320,917.6597723796712,87.3065901903264,3,Clothing,T-shirts,,2025-12-28 11:04:40,Customer_37,Tamil Nadu,,12,4,2025
321,OD1321,4031.2954236964606,569.1268011111674,3,Furniture,Chairs,COD,2026-01-28 19:12:04,Customer_41,Tamil Nadu,,1,1,2026
322,OD1322,573.250810495515,165.26640950150622,4,Clothing,Jeans,Credit Card,2026-01-25 11:07:07,Customer_18,Tamil Nadu,,1,1,2026
323,OD1323,4291.933686870028,878.819453555468,5,Electronics,Phones,Debit Card,2026-02-06 23:45:58,Customer_44,Karnataka,,2,1,2026
324,OD1324,1862.3668569341037,-143.29230710547102,5,Furniture,Tables,Credit Card,2026-01-18 12:31:35,Customer_30,Gujarat,,1,1,2026
325,OD1325,2344.7514185708424,309.9457504886687,4,Clothing,Jeans,COD,2026-02-01 00:13:42,Customer_14,Tamil Nadu,,2,1,2026
326,OD1326,1170.6978133877435,249.30634126883112,3,Clothing,T-shirts,Credit Card,2026-01-02 23:07:39,Customer_27,Uttar Pradesh,,1,1,2026
327,OD1327,1145.5108528542196,66.50274402721855,3,Electronics,Laptops,COD,2026-01-12 16:56:01,Customer_15,Tamil Nadu,,1,1,2026
328,OD1328,4119.709365936416,,3,Furniture,Bookcases,Debit Card,2026-02-01 15:38:22,Customer_26,Uttar Pradesh,,2,1,2026
329,OD1329,2607.154413493331,-200.4995060611476,3,Electronics,Laptops,Credit Card,2026-01-16 02:36:09,Customer_22,Uttar Pradesh,,1,1,2026
330,OD1330,1428.7570003252167,150.24946698908872,1,Furniture,Tables,Credit Card,2025-12-22 01:35:31,Customer_18,Uttar Pradesh,,12,4,2025
331,OD1331,1575.9708970799588,171.74561769553304,2,Clothing,Jeans,Debit Card,2026-02-05 20:54:22,Customer_29,Karnataka,,2,1,2026
332,OD1332,2724.571922779151,670.8736829092751,3,Clothing,Shirts,Credit Card,2026-02-12 02:49:38,Customer_44,Gujarat,,2,1,2026
333,OD1333,1141.9929652192918,-64.28771271239764,3,Clothing,Shirts,COD,2026-02-04 05:44:00,Customer_8,Maharashtra,,2,1,2026
334,OD1334,1609.9761360179782,3.894574199996593,3,Electronics,Phones,Debit Card,2026-01-26 22:29:09,Customer_26,Tamil Nadu,,1,1,2026
335,OD1335,1535.161711289888,268.7896478908018,2,Clothing,Jeans,Debit Card,2026-01-31 06:43:19,Customer_7,Delhi,,1,1,2026
336,OD1336,3011.008677919094,667.7660974736883,5,Furniture,Tables,Debit Card,2026-01-11 06:41:33,Customer_1,Uttar Pradesh,,1,1,2026
337,OD1337,4490.847593864309,766.7157611935097,3,Electronics,Laptops,Credit Card,2025-12-16 04:40:32,Customer_33,Uttar Pradesh,,12,4,2025
338,OD1338,578.4953666314664,88.6038152605321,1,Clothing,Jeans,COD,2026-01-28 14:16:52,Customer_17,Tamil Nadu,,1,1,2026
339,OD1339,1284.290015548825,186.7892534110569,1,Electronics,Accessories,Debit Card,2025-12-15 07:07:36,Customer_28,Delhi,,12,4,2025
340,OD1340,2679.7963391035146,-197.22245844162623,4,Furniture,Tables,Credit Card,2026-01-05 11:55:37,Customer_40,Uttar Pradesh,,1,1,2026
341,OD1341,217.04849507154935,-12.941195288819996,2,Electronics,Phones,Credit Card,2026-01-29 12:11:43,Customer_42,Maharashtra,,1,1,2026
342,OD1342,878.2474099087874,80.18746083221392,2,Clothing,T-shirts,UPI,2026-01-14 04:37:22,Customer_22,Tamil Nadu,,1,1,2026
343,OD1343,5235.04429439921,316.8374955198532,4,Clothing,Jeans,,2026-01-17 12:25:31,Customer_34,Uttar Pradesh,,1,1,2026
344,OD1344,4582.802447192809,1085.630605459147,5,Clothing,Jeans,UPI,2026-02-08 12:47:01,Customer_5,Tamil Nadu,,2,1,2026
345,OD1345,3412.8499964976463,695.6909450613044,5,Electronics,Accessories,COD,2026-01-16 18:59:20,Customer_33,Uttar Pradesh,,1,1,2026
346,OD1346,3898.789631620654,,4,Furniture,Tables,UPI,2026-01-17 18:21:24,Customer_40,Delhi,,1,1,2026
347,OD1347,1200.1053835007056,252.18829732006975,4,Furniture,Chairs,Credit Card,2026-01-11 15:19:01,Customer_12,Uttar Pradesh,,1,1,2026
348,OD1348,2220.820347608102,19.14084852870541,2,Furniture,Tables,Debit Card,2026-01-29 12:32:18,Customer_45,Maharashtra,,1,1,2026
349,OD1349,2202.1084127819145,302.55715532804817,2,Furniture,Chairs,,2026-01-29 02:41:38,Customer_24,Delhi,,1,1,2026
350,OD1350,7083.139540153207,,5,Electronics,Laptops,,2026-01-31 08:26:46,Customer_33,Maharashtra,,1,1,2026
351,OD1351,1279.796663024777,,1,Clothing,Jeans,UPI,2026-01-23 17:36:59,Customer_29,Karnataka,,1,1,2026
352,OD1352,628.239125968853,172.4695207614071,1,Electronics,Accessories,COD,2025-12-28 02:36:10,Customer_26,Delhi,,12,4,2025
353,OD1353,3213.5416381895293,491.9442231153486,5,Clothing,T-shirts,Debit Card,2026-01-19 21:02:14,Customer_33,Tamil Nadu,,1,1,2026
354,OD1354,1779.6506565983032,20.24488462646123,5,Electronics,Accessories,COD,2025-12-22 18:46:08,Customer_17,Maharashtra,,12,4,2025
355,OD1355,3827.846254950516,588.4773733128758,5,Furniture,Chairs,UPI,2025-12-28 02:08:19,Customer_26,Tamil Nadu,,12,4,2025
356,OD1356,5248.592925245189,,4,Furniture,Bookcases,UPI,2026-01-19 15:04:59,Customer_7,Uttar Pradesh,,1,1,2026
357,OD1357,5210.157438355525,-133.33209696166105,4,Clothing,Shirts,Credit Card,2025-12-22 16:14:39,Customer_27,Delhi,,12,4,2025
358,OD1358,3368.084716026919,535.8126611278502,3,Electronics,Phones,COD,2026-01-28 20:24:25,Customer_33,Tamil Nadu,,1,1,2026
359,OD1359,291.24126511164167,,1,Electronics,Laptops,Debit Card,2026-02-06 21:12:56,Customer_44,Uttar Pradesh,,2,1,2026
360,OD1360,1346.3010036906442,20.14583090770879,1,Electronics,Laptops,COD,2026-01-01 10:38:23,Customer_16,Maharashtra,,1,1,2026
361,OD1361,1722.6560380254646,-103.4511308310879,2,Furniture,Tables,UPI,2026-01-02 03:24:38,Customer_36,Tamil Nadu,,1,1,2026
362,OD1362,274.1157586007143,,1,Furniture,Tables,Debit Card,2025-12-16 21:10:02,Customer_44,Maharashtra,,12,4,2025
363,OD1363,3986.117482533282,-332.1921594445585,3,Furniture,Chairs,COD,2026-01-27 10:52:22,Customer_34,Gujarat,,1,1,2026
364,OD1364,5865.677410363596,-291.99291759652203,4,Clothing,Shirts,UPI,2026-02-11 01:39:37,Customer_41,Uttar Pradesh,,2,1,2026
365,OD1365,2359.0798307102427,-219.34501251121964,5,Electronics,Laptops,COD,2026-02-09 06:50:59,Customer_28,Delhi,,2,1,2026
366,OD1366,407.5803040066217,8.119085665891596,4,Clothing,Shirts,COD,2026-01-27 23:09:27,Customer_47,Gujarat,,1,1,2026
367,OD1367,865.7485519199433,200.7716327382466,1,Clothing,Jeans,Credit Card,2026-01-18 07:01:35,Customer_37,Tamil Nadu,,1,1,2026
368,OD1368,5436.949190258169,1000.6931853294348,4,Furniture,Bookcases,UPI,2025-12-22 12:32:05,Customer_26,Gujarat,,12,4,2025
369,OD1369,3053.335039028501,-234.6861101787188,4,Electronics,Accessories,Credit Card,2026-01-22 06:10:43,Customer_40,Tamil Nadu,,1,1,2026
370,OD1370,4750.796857832463,-85.55005132936742,4,Furniture,Bookcases,Credit Card,2026-02-11 21:21:44,Customer_15,Delhi,,2,1,2026
371,OD1371,1193.850598046227,156.77569619424668,1,Electronics,Laptops,COD,2025-12-27 23:27:27,Customer_25,Gujarat,,12,4,2025
372,OD1372,3999.785922880976,895.7283584745514,4,Clothing,Jeans,Credit Card,2026-02-03 15:12:04,Customer_44,Uttar Pradesh,,2,1,2026
373,OD1373,1065.9996322325208,,1,Electronics,Accessories,Credit Card,2026-01-04 04:42:40,Customer_18,Maharashtra,,1,1,2026
374,OD1374,1441.1077694794783,161.2079203954076,1,Clothing,T-shirts,Credit Card,2026-02-05 03:38:25,Customer_36,Delhi,,2,1,2026
375,OD1375,4846.360131523957,1315.6128631350136,5,Electronics,Laptops,UPI,2025-12-16 18:27:06,Customer_15,Delhi,,12,4,2025
376,OD1376,996.149075244655,77.91544904182362,3,Furniture,Chairs,COD,2026-01-26 15:17:14,Customer_5,Gujarat,,1,1,2026
377,OD1377,3631.200070786306,876.9855401734762,3,Electronics,Phones,Credit Card,2026-01-10 09:50:46,Customer_26,Maharashtra,,1,1,2026
378,OD1378,1663.1112068497491,-20.544426395725147,2,Clothing,Jeans,COD,2026-02-04 15:34:47,Customer_26,Karnataka,,2,1,2026
